ep_rets,avg_losses
-79977.52570343018,8002.247429656983
-79927.52570343018,8004.747429656983
-79927.52570343018,8005.514096323649
-69865.94783782959,7757.485814439582
-79917.52570343018,7807.638137483063
-79957.52570343018,7840.356352845382
-69915.94783782959,7721.410440837096
-69915.94783782959,7632.158528077527
-59845.12351226807,7452.381925854845
-59845.12351226807,7308.690462798364
-79907.52570343018,7372.339293045025
-69895.94783973694,7342.096361780093
-69895.94783973694,7316.464770328721
-59835.123514175415,7223.464033576033
-59835.123514175415,7142.8303519779865
-59835.123514175415,7072.246364571007
-49822.78287792206,6951.188993166439
-49822.78287792206,6843.558585408576
-49822.78287792206,6747.236134638375
-49822.78287792206,6660.756980865968
-79927.52570343018,6724.836168724081
-69925.94783973694,6737.623534473128
-69925.94783973694,6749.281566040199
-59895.12351226807,6718.4140296979
-59895.12351226807,6690.096523153601
-79897.52570343018,6740.849367664315
-69905.94783973694,6750.805655586216
-69855.92739868164,6760.141711157772
-69855.92739868164,6768.809429567228
-59875.08263015747,6743.608180358852
-59832.8127822876,6720.026311247766
-59832.8127822876,6697.900934744447
-49860.33549308777,6646.881161823478
-59832.8127822876,6628.179095636043
-49769.25087738037,6582.14284734912
-49769.25087738037,6538.651996466644
-39808.0655670166,6470.578624390249
-49769.25087738037,6432.291249920945
-49769.25087738037,6395.957574220706
-39782.34523487091,6336.4641797804625
-39737.73191833496,6279.909248593797
-39737.73191833496,6226.039227696222
-29776.777660369873,6151.502030101586
-39737.73191833496,6102.984054698702
-39737.73191833496,6056.615411144228
-39737.73191833496,6012.25607739969
-29755.981872558594,5948.540161842887
-29761.652545928955,5887.484684825204
-29720.298530578613,5828.902039520957
-29720.298530578613,5772.878604347791
-79887.52570343018,5816.741065479748
-69895.94783973694,5839.700572278915
-69855.92739868164,5861.834479619361
-69855.92739868164,5883.144438696622
-59875.08263015747,5885.527457494858
-59822.8127822876,5887.844586908705
-59822.8127822876,5890.074151416819
-49850.33549308777,5875.02629790386
-59822.8127822876,5877.384209996767
-49779.25087738037,5863.0624995932985
-49779.25087738037,5849.20327094564
-39818.0655670166,5819.717617372858
-49779.25087738037,5806.972414821949
-49779.25087738037,5794.618593415603
-39762.345235824585,5767.27950584661
-39762.345235824585,5740.762223664802
-29815.62109184265,5700.18415970651
-39762.345235824585,5675.420794325113
-39762.345235824585,5651.369079951064
-39762.345235824585,5627.998613684556
-29785.208505630493,5591.228405084633
-29794.644758224487,5555.487118390286
-29731.5625,5520.717566223569
-29731.5625,5486.882461980073
-19785.389030456543,5440.682960911987
-29731.5625,5408.781367069075
-29731.5625,5377.703602662837
-29731.5625,5347.418070582384
-29731.5625,5317.894771344741
-19754.86533355713,5276.6343317513765
-19764.772212982178,5236.400680314435
-19754.86533355713,5197.129322480939
-19764.772212982178,5158.807074331079
-9808.73286819458,5109.538363518677
-19785.389030456543,5073.160189531089
-9823.94347000122,5026.039174572214
-19754.86533355713,4991.4127249830935
-19754.86533355713,4957.565982954367
-19764.772212982178,4924.486516888226
-19754.86533355713,4892.127811249175
-19785.389030456543,4860.51048145556
-19754.86533355713,4829.543925322923
-19764.772212982178,4799.250565747682
-9793.607749938965,4758.990744837208
-19754.86533355713,4730.060633217661
-19764.772212982178,4701.740075083626
-9793.607749938965,4663.72046728982
-19785.389030456543,4636.6691399295305
-19764.772212982178,4610.140204321591
-9808.73286819458,4574.356330266462
-79857.52570343018,4608.395143239866
-69815.94783782959,4632.000309272987
-69815.94783782959,4655.143465858769
-59765.12351226807,4668.2709910624
-59765.12351226807,4681.14405590128
-59765.12351226807,4693.769592437684
-49772.78287601471,4696.815702891856
-49725.95373916626,4699.82967916981
-49725.95373916626,4702.783358812266
-49725.95373916626,4705.678320217895
-49725.95373916626,4708.516113935683
-39736.33667564392,4702.378958211529
-39683.440227508545,4696.373936967209
-39683.440227508545,4690.4693745795
-39683.440227508545,4684.662686648317
-39683.440227508545,4678.951388093135
-29709.132472991943,4664.808037466389
-39683.440227508545,4659.352674946088
-29700.695629119873,4645.595707311768
-29720.131881713867,4632.079892385509
-29727.049617767334,4618.788974309973
-29700.695629119873,4605.687406507064
-29709.132472991943,4592.80035468528
-29700.695629119873,4580.109307983362
-29720.131881713867,4567.632438542987
-29727.049617767334,4555.354305213931
-29700.695629119873,4543.244673380321
