"(9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.07031822, 10.070318, 20.070318, 30.070318, 40.07032, 50.07032, 60.07032, 70.07032, 80.07032, 90.07032, 9.929682, 6.4437556, 4.6092677, 10.287161, 6.747949, 11.904227, 6.122904, 4.085571, 3.992452, 0.0, 5.6181016, 14.260715, 10.979909, 8.979877, 2.3402796, 2.339918, 0.8712542, 12.992642, 9.016726, 10.621089, 0.3087674, 14.548648, 12.48664, 3.1850867, 2.7273746, 2.7510676, 4.5636334, 7.8713465, 6.479175, 4.3684373)",-0.9859363555908204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 60.0, 50.0, 90.0, 10.0, 80.0, 70.0, 40.0, 30.0, 100.0, 0.0, 7.5257034, 12.363232, 4.913305, 4.9797106, 5.317136, 13.032512, 11.867109, 6.4757957, 9.929682, 5.6181016, 14.260715, 10.979909, 8.979877, 2.3402796, 2.339918, 0.8712542, 12.992642, 9.016726, 10.621089, 0.3087674, 14.548648, 12.48664, 3.1850867, 2.7273746, 2.7510676, 4.5636334, 7.8713465, 6.479175, 4.3684373)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.007032012939453
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -9.859364, 0.14063644, 10.140636, 20.140636, 30.140638, 40.14064, 50.14064, 60.14064, 70.14064, 80.14064, 0.0, 7.5257034, 12.363232, 4.913305, 4.9797106, 5.317136, 13.032512, 11.867109, 6.4757957, 9.929682, 5.6181016, 14.260715, 10.979909, 8.979877, 2.3402796, 2.339918, 0.8712542, 12.992642, 9.016726, 10.621089, 0.3087674, 14.548648, 12.48664, 3.1850867, 2.7273746, 2.7510676, 4.5636334, 7.8713465, 6.479175, 4.3684373)",-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.366484451293946,0.0
"(8.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -16.33516, -6.3351593, 3.6648407, 13.664841, 23.664843, 33.664845, 43.664845, 53.664845, 63.664845, 73.66484, 6.4757957, 6.511331, 5.9615436, 6.3135834, 5.233652, 7.917717, 9.205165, 5.4395866, 0.0, 3.992452, 5.6181016, 14.260715, 10.979909, 8.979877, 2.3402796, 2.339918, 0.8712542, 12.992642, 9.016726, 10.621089, 0.3087674, 14.548648, 12.48664, 3.1850867, 2.7273746, 2.7510676, 4.5636334, 7.8713465, 6.479175, 4.3684373)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0
"(9.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -20.327612, -10.327611, -0.3276112, 9.672389, 19.67239, 29.672392, 39.672394, 49.672394, 59.672394, 69.672386, 9.929682, 6.4437556, 4.6092677, 10.287161, 6.747949, 11.904227, 6.122904, 4.085571, 3.992452, 0.0, 5.6181016, 14.260715, 10.979909, 8.979877, 2.3402796, 2.339918, 0.8712542, 12.992642, 9.016726, 10.621089, 0.3087674, 14.548648, 12.48664, 3.1850867, 2.7273746, 2.7510676, 4.5636334, 7.8713465, 6.479175, 4.3684373)",0.0,0.0,0.0,0.0,0.0,0.0,3.354949188232422,0.0,0.0,0.0
"(6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, -26.450516, -16.450516, -6.450515, 3.5494852, 13.549486, 23.549488, 33.54949, 43.54949, 53.54949, 63.549484, 13.032512, 5.9874735, 10.1814995, 15.202149, 8.205756, 16.656263, 0.0, 9.768912, 9.205165, 6.122904, 5.6181016, 14.260715, 10.979909, 8.979877, 2.3402796, 2.339918, 0.8712542, 12.992642, 9.016726, 10.621089, 0.3087674, 14.548648, 12.48664, 3.1850867, 2.7273746, 2.7510676, 4.5636334, 7.8713465, 6.479175, 4.3684373)",0.0,0.0,0.0,-1.1652664184570314,0.0,0.0,0.0,0.0,0.0,0.0
"(3.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, -41.652664, -31.652664, -21.652664, -11.652664, -1.6526632, 8.347339, 18.347343, 28.347343, 38.347343, 48.347336, 4.913305, 10.875991, 10.753538, 0.0, 8.483689, 1.6545527, 15.202149, 10.408412, 6.3135834, 10.287161, 5.6181016, 14.260715, 10.979909, 8.979877, 2.3402796, 2.339918, 0.8712542, 12.992642, 9.016726, 10.621089, 0.3087674, 14.548648, 12.48664, 3.1850867, 2.7273746, 2.7510676, 4.5636334, 7.8713465, 6.479175, 4.3684373)",0.0,-4.252865600585937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, -52.528656, -42.528656, -32.528656, -22.528656, -12.528654, -2.5286522, 7.4713526, 17.471352, 27.471352, 37.471344, 7.5257034, 0.0, 10.896433, 10.875991, 2.5588405, 12.036797, 5.9874735, 10.339362, 6.511331, 6.4437556, 5.6181016, 14.260715, 10.979909, 8.979877, 2.3402796, 2.339918, 0.8712542, 12.992642, 9.016726, 10.621089, 0.3087674, 14.548648, 12.48664, 3.1850867, 2.7273746, 2.7510676, 4.5636334, 7.8713465, 6.479175, 4.3684373)",0.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0
"(8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, -59.039986, -49.039986, -39.039986, -29.039988, -19.039986, -9.039984, 0.9600215, 10.96002, 20.96002, 30.960012, 6.4757957, 6.511331, 5.9615436, 6.3135834, 5.233652, 7.917717, 9.205165, 5.4395866, 0.0, 3.992452, 5.6181016, 14.260715, 10.979909, 8.979877, 2.3402796, 2.339918, 0.8712542, 12.992642, 9.016726, 10.621089, 0.3087674, 14.548648, 12.48664, 3.1850867, 2.7273746, 2.7510676, 4.5636334, 7.8713465, 6.479175, 4.3684373)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(4.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.020289, 55.02029, 45.02029, 85.02029, 5.0202894, 75.02029, 65.02029, 35.02029, 25.02029, 95.02029, 4.9797106, 2.5588405, 10.637327, 8.483689, 0.0, 9.55271, 8.205756, 10.074382, 5.233652, 6.747949, 5.6181016, 14.260715, 10.979909, 8.979877, 2.3402796, 2.339918, 0.8712542, 12.992642, 9.016726, 10.621089, 0.3087674, 14.548648, 12.48664, 3.1850867, 2.7273746, 2.7510676, 4.5636334, 7.8713465, 6.479175, 4.3684373)",0.0,0.0,3.4382965087890627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
