Rewards
-39876.75602722168
-29854.147161483765
-29867.1552028656
-29827.09645652771
-39808.50671958923
-29860.691381454468
-39807.660740852356
-9929.384715080261
-39828.18186092377
-39807.94550323486
-29999.01082420349
-29822.753163337708
-49899.00101470947
-19935.750930786133
-19952.812774658203
-19901.010806560516
-39818.728588581085
-19767.829518079758
-29882.684398651123
-39860.78186416626
-29844.02064394951
-10037.853673934937
-49938.42528247833
-29918.91775035858
-39909.269797325134
-39926.514459609985
-29889.86077594757
-49804.213832855225
-39938.22072982788
-39917.138243198395
-29816.999123573303
-59821.77544879913
-29798.42156791687
-29882.294741630554
-39923.81042575836
-39816.243282318115
-29876.27268218994
-49875.24360179901
-39737.42496013641
-29770.529203414917
-9981.39864397049
-49884.49805641174
-29752.012498378754
-19899.724954605103
-29795.45182132721
-29887.638111114502
-29855.576569080353
-49787.32173347473
-39794.20885467529
-39807.565423965454
-29881.614645004272
-49915.63404464722
-49816.67500114441
-39820.1015008688
-29863.300888061523
-29879.51417016983
-39961.392527103424
-39872.858211517334
-29864.945031166077
-29949.62846851349
-29899.182723522186
-30091.59552669525
-49946.286140441895
-29886.160058021545
-29861.991767406464
-39833.98481750488
-19792.285564422607
-29766.481836795807
-49970.61816692352
-39803.92214202881
-29801.397583007812
-49845.955399513245
-39792.10410499573
-39792.64281749725
-49870.363777160645
-29834.715353012085
-49790.86789703369
-29853.555280685425
-39856.710121154785
-39798.85733127594
-39810.22893190384
-29812.712233543396
-39849.23697471619
-40004.18736553192
-29763.00922679901
-39795.92659854889
-29847.332664966583
-39735.06266307831
-29811.2613697052
-39812.14943647385
-59886.798303604126
-39836.54926967621
-39860.889459609985
-49739.58477783203
-29769.635040283203
-39808.65773200989
-39801.179703235626
-39768.81159162521
-59940.55108451843
-29798.02062368393
-39714.223410606384
-39778.76772689819
-29830.28199529648
-49792.12279701233
-39819.53062582016
-39906.421427726746
-29838.096004486084
-29728.836626291275
-29769.120168685913
-39808.95788383484
-39714.32926559448
-29819.432021141052
-39683.77947616577
-39753.823137283325
-49953.83932685852
-29810.87161064148
-39768.2479057312
-39891.805335998535
-39736.03993988037
-39683.77947616577
-29810.316467285156
-49782.718936920166
-19814.920707702637
-29807.86060667038
-49840.099657058716
-39754.127645492554
-29840.27698135376
-39801.980558395386
-29657.21660232544
-39781.88560676575
-49802.84412384033
-29691.261169433594
-39685.41436767578
-49870.001821517944
-49729.77047920227
-39789.46549797058
-49795.34717655182
-49744.08925151825
-49851.94480133057
-49821.72169113159
-39785.865582466125
-39802.063524246216
-19810.43723154068
-29819.502002716064
-39927.26490306854
-49793.28492927551
-49787.535113334656
-39892.08043193817
-39777.07723426819
-39783.20414161682
-29794.197937965393
-39901.094802856445
-49762.28567361832
-39753.987881064415
-19790.755130767822
-39757.88497924805
-39786.363750457764
-39880.47120952606
-59851.40191459656
-49791.78356361389
-39780.932638168335
-19680.993091583252
-29799.6945104599
-39831.48957633972
-49771.95210981369
-39694.27092695236
-59781.362911224365
-49857.15436601639
-39739.70146369934
-29710.17998981476
-49815.76301193237
-39787.76802062988
-39725.55700111389
-49846.889808654785
-29744.173431396484
-29864.741388320923
-49725.54497528076
-49882.02204704285
-29716.54083633423
-29780.10142183304
-29789.154869556427
-29900.221614837646
-39838.587682724
-29716.833404541016
-39835.2682390213
-39830.68265724182
-49756.311111450195
-39878.96012878418
-29657.21660232544
-39948.78057575226
-49902.510603904724
-19741.64623618126
-49787.13837432861
-39805.13719558716
-49852.25977039337
-59839.89893722534
-49861.83902168274
-39792.43995857239
-29740.68572616577
-49820.1420211792
-59852.72222471237
-39759.42396783829
-39873.76558494568
-39729.09590339661
-29836.0542345047
-49851.31847000122
-59844.657274246216
-19690.046543121338
-49870.893261909485
-49800.38752365112
-29803.295758247375
-29657.21660232544
-39889.01299619675
-39913.67196846008
-49847.69585227966
-29747.026620864868
-49767.61469268799
-19857.60756969452
-49894.7388420105
-29707.548336029053
-39760.01361656189
-29657.21660232544
-59810.92143535614
-49817.889709472656
-29819.242528915405
-39705.31385040283
-39714.32926559448
-39705.31385040283
-39867.87264251709
-29822.168058395386
-39703.416016578674
-39789.2779750824
-29695.94735145569
-29657.21660232544
-49931.15486907959
-49790.600538253784
-29679.693558216095
-49890.46465206146
-19690.422645568848
-39683.77947616577
-49755.24180603027
-19682.114862442017
-29914.628170013428
-59784.722427368164
-49855.85317993164
-29728.3157081604
-39782.09506607056
-39715.610427856445
-29737.349002838135
-49746.29835700989
-39802.64158630371
-49870.10801124573
-29720.82554244995
-39760.01361656189
-39683.77947616577
-29708.647911071777
-39841.80564880371
-19745.87480545044
-39861.19810295105
-49868.66661643982
-29741.85593700409
-39796.79623794556
-19694.733470916748
-29883.641798973083
-49858.188623428345
-49870.8879737854
-29733.14422416687
-39683.77947616577
-29886.62504863739
-39873.457777023315
-29657.21660232544
-49822.27530527115
-29912.153834342957
-39786.85354280472
-29709.12477874756
-29657.21660232544
-29793.184052467346
-39896.23003768921
-39918.01018333435
-19664.739299297333
-29759.734671592712
-9688.705752849579
-29657.21660232544
-39830.38653373718
-9697.767695903778
-29797.326486587524
-59815.955879211426
-39852.47445297241
-29760.502193450928
-39727.77244949341
-19664.739299297333
-19680.993091583252
-49791.235942840576
-29709.848070144653
-39817.189821243286
-19695.22721862793
-19664.739299297333
-29785.20543575287
-39751.299238204956
-49820.56669807434
-49792.57364940643
-49854.29016304016
-29657.21660232544
-29716.833404541016
-29811.665650844574
-39740.78204894066
-39827.31197834015
-29754.128231048584
-39759.33496570587
-19664.739299297333
-19680.993091583252
-49747.33985519409
-49884.22653198242
-39850.80471420288
-9719.616157531738
-49858.87592411041
-49783.735399246216
-39744.939037323
-39792.43995857239
-9698.384906291962
-29753.178031921387
-19664.739299297333
-49874.056646347046
-39822.8092250824
-49859.898047447205
-19709.352939605713
-39792.43995857239
-39763.35548019409
-39874.14708518982
-29706.799214839935
-49801.80651092529
-19664.739299297333
-29657.21660232544
-49873.30551338196
-19664.739299297333
-39833.211307525635
-49902.095759391785
-39862.3010635376
-9688.705752849579
-9698.384906291962
-29736.35971069336
-39832.404344558716
-49859.50363445282
-49735.02946853638
-39753.46626281738
-29807.01759338379
-39698.11224555969
-19865.960249900818
-39725.00750923157
-39868.59578418732
-39751.005700588226
-39871.02471160889
-9688.705752849579
-19690.422645568848
271.982017993927
-29790.215694904327
-59835.01000595093
