ep_rets,avg_losses
-79977.52570343018,8002.247429656983
-79927.52570343018,8004.747429656983
-79927.52570343018,8005.514096323649
-69865.94783782959,7757.485814439582
-79917.52570343018,7807.638137483063
-79957.52570343018,7840.356352845382
-69915.94783782959,7721.410440837096
-69915.94783782959,7632.284209271727
-79907.52570343018,7674.124049964327
-69895.94783973694,7607.751841827559
-79927.52570343018,7644.012154398088
-69925.94783973694,7590.872311031448
-69925.94783973694,7545.875709985304
-59895.12351226807,7436.070524061297
-59895.12351226807,7340.880861987645
-59895.12351226807,7257.7302868144525
-79897.52570343018,7301.961182102382
-69905.94783973694,7285.721986719195
-69855.92739868164,7271.32625493788
-69855.92739868164,7258.479928179336
-79887.52570343018,7294.281548854925
-69895.94783973694,7281.406945511371
-69855.92739868164,7269.744123182912
-69855.92739868164,7259.042293190385
-59875.08263015747,7209.331988057478
-79857.52570343018,7240.270353662664
-69815.94783782959,7232.017000805126
-69815.94783782959,7224.335051158876
-59765.12351226807,7182.85678604402
-59765.12351226807,7144.1247647544615
-59765.12351226807,7107.872641444684
-49772.78287601471,7042.6414846209755
-49725.95373916626,6981.440837564518
-49725.95373916626,6923.822173282017
-49725.95373916626,6869.478455645889
-49725.95373916626,6818.136833856275
-39736.33667564392,6742.555045274348
-39683.440227508545,6671.0199636289335
-39683.440227508545,6603.137994597395
-39683.440227508545,6538.845736482157
-79917.52570343018,6574.6505202938715
-69865.94783782959,6585.052602372166
-69865.94783782959,6594.96056598388
-59795.12351226807,6581.842332622819
-59795.12351226807,6569.298067984525
-59795.12351226807,6557.290651358109
-49792.78287601471,6524.514442680212
-49792.78287601471,6493.0961231328265
-49792.78287601471,6462.952681263096
-49792.78287601471,6434.106148190873
-79867.52570343018,6465.053199459853
-69855.94783973694,6475.587608480307
-69855.94783973694,6485.711245839244
-59865.123514175415,6476.945837855395
-59785.007303237915,6468.599577471861
-59785.007303237915,6460.540043059068
-59785.007303237915,6452.752599201624
-49802.550455093384,6428.012491982499
-49753.61947631836,6404.125038850737
-49753.61947631836,6381.024886014994
-49753.61947631836,6358.6736864199065
-39773.88620185852,6320.939193933434
-49753.61947631836,6300.235941863312
-39768.887912750244,6264.571383385462
-39754.274596214294,6229.974920829385
-39710.14936828613,6196.485224540853
-39710.14936828613,6163.988950771201
-39710.14936828613,6132.442428972835
-29742.99284362793,6087.35934703978
-39710.14936828613,6057.797550921375
-39710.14936828613,6029.063065050941
-29725.88442325592,5987.254472494684
-29712.118844985962,5946.56736173972
-29750.671710968018,5907.027037105005
-29712.118844985962,5868.484358857117
-29712.118844985962,5830.950781535287
-19754.496732711792,5781.455110097547
-29712.118844985962,5745.989877921885
-29712.118844985962,5711.417779472819
-19733.857233047485,5665.410429035062
-79907.52570343018,5694.325054276465
-69905.94783973694,5710.33844200645
-69905.94783973694,5725.962843068478
-59845.123514175415,5729.37954953563
-59845.123514175415,5732.712329861937
-59845.123514175415,5735.96401015117
-49832.78287792206,5727.657270807366
-49832.78287792206,5719.535736378242
-49832.78287792206,5711.59317659101
-49832.78287792206,5703.823653066851
-39809.994950294495,5685.25752788001
-39809.994950294495,5667.091674886624
-39809.994950294495,5649.313222771911
-39809.994950294495,5631.9098472973765
-39809.994950294495,5614.869741369016
-29773.86328983307,5587.802558023088
-29773.86328983307,5561.290436941621
-29773.86328983307,5535.316415716851
-29773.86328983307,5509.864215230168
-29773.86328983307,5484.989813398283
-79947.52570343018,5509.933092336193
-69885.94783782959,5524.639798976139
-69885.94783782959,5539.057345777356
-59825.12351226807,5543.637502959691
-59825.12351226807,5548.127400730343
-59825.12351226807,5552.529762914775
-49792.782875061035,5547.531591843507
-49792.782875061035,5542.623371880727
-49792.782875061035,5537.802665879948
-49792.782875061035,5533.067097157393
-39779.99494743347,5519.416864283609
-39779.99494743347,5506.0078662945425
-39779.99494743347,5492.833657657478
-39779.99494743347,5479.888010174436
-39779.99494743347,5467.164906550193
-29803.86328315735,5446.058420339598
-29819.249967575073,5425.323211345053
-29805.124738693237,5404.9247734775345
-29739.111249923706,5384.879671142466
-29739.111249923706,5365.165858298872
-29739.111249923706,5345.775075453627
-29739.111249923706,5326.699338742567
-29739.111249923706,5307.930929232481
-29739.111249923706,5289.462382591986
-19764.350454330444,5263.373086913237
-79967.52570343018,5285.111573838686
