Episode,Episodic Reward,Cumulative Reward
1,188.75275039672852,188.75275039672852
2,141.88177967071533,165.31726503372192
3,36.625916957855225,122.42014900843303
4,96.97649002075195,116.05923426151276
5,68.87781429290771,106.62295026779175
6,94.77975416183472,104.64908425013225
7,51.25908184051514,97.02194104875836
8,82.45946145057678,95.20163109898567
9,223.4749994277954,109.45422757996454
10,22.322616577148438,100.74106647968293
11,22.375259399414062,93.61690219965848
12,23.634628534317017,87.78504606088002
13,97.20784759521484,88.50987694813655
14,42.91648483276367,85.25320608275277
15,24.381237030029297,81.1950748125712
16,111.63377785682678,83.09749375283718
17,-3.5116405487060547,78.00283879392288
18,48.517080545425415,76.36474111345079
19,81.06119155883789,76.61192271583958
20,45.53019142150879,75.05783615112304
21,120.11523532867432,77.2034265881493
22,92.32359313964844,77.89070688594471
23,65.77189612388611,77.36380207020304
24,14.066325187683105,74.72640720009804
25,-37.63671016693115,70.23188250541688
26,-16.491703987121582,66.89635994801155
27,100.28286957740784,68.1328973416929
28,117.41324424743652,69.89290973118374
29,119.04597759246826,71.58784310571079
30,132.36604022979736,73.61378300984701
31,47.9618353843689,72.78630082837996
32,72.5429916381836,72.77869741618633
33,104.68925189971924,73.74568391568732
34,93.6260175704956,74.33039961141698
35,215.48053741455078,78.36326069150653
36,121.3159761428833,79.55639167626698
37,212.63728761672974,83.15317264763084
38,128.6357593536377,84.35008282410472
39,-0.44290637969970703,82.17590361375075
40,153.8144884109497,83.96686823368073
41,35.304344177246094,82.77997740303597
42,142.14080810546875,84.19333051499866
43,-22.724921703338623,81.70685953317687
44,144.73070812225342,83.13921972838315
45,99.85156726837158,83.51060522927179
46,169.64961051940918,85.38319230079651
47,82.36865234375,85.31905315277425
48,106.01010513305664,85.75011673569679
49,58.15738868713379,85.18699983674652
50,224.6147599220276,87.97555503845214
51,85.15027904510498,87.92015746995514
52,-6.276097297668457,86.10869103211623
53,83.96616840362549,86.06826607686169
54,17.505783081054688,84.79859046582823
55,35.101272106170654,83.895002859289
56,-22.744916200637817,81.99071859036174
57,85.81607723236084,82.05783014548452
58,6.512553691864014,80.75532537904279
59,81.20234870910645,80.76290204565404
60,77.33209991455078,80.70572201013564
61,117.28154516220093,81.30532566836622
62,136.32882690429688,82.1928014947522
63,47.55412483215332,81.64298123026651
64,74.75596141815186,81.53537154570222
65,200.63798785209656,83.36771948887751
66,142.4173984527588,84.26241159439087
67,111.21304988861084,84.66465992714042
68,113.8570408821106,85.09395964706646
69,82.04285526275635,85.04974074294601
70,57.85358762741089,84.66122426986695
71,39.63756084442139,84.0270881652832
72,131.75286412239075,84.68994616468747
73,63.57615280151367,84.4007161186166
74,105.94290113449097,84.69182672693923
75,110.91901779174805,85.04152260780334
76,90.82421684265137,85.11761068984082
77,25.913073539733887,84.34872059698229
78,88.54937553405762,84.40257514745761
79,43.01413154602051,83.87867079807233
80,111.75583076477051,84.22713529765606
81,193.4151430130005,85.57513539290723
82,110.99452090263367,85.8851278991234
83,147.46987438201904,86.62711279650769
84,88.75953722000122,86.65249880154927
85,78.04333472251892,86.55121451826656
86,-37.002100467681885,85.11454806494159
87,63.57615280151367,84.86698030329299
88,63.57615280151367,84.62503908168186
89,63.57615280151367,84.38853474145525
90,37.776973724365234,83.87062850793203
91,104.92002940177917,84.10194060566661
92,63.57615280151367,83.87883421649103
93,13.82987117767334,83.12561956015966
94,93.6260175704956,83.23732592197175
95,71.77159214019775,83.11663398742675
96,-17.19025707244873,82.07177053888638
97,191.49635124206543,83.19985899974391
98,25.41370391845703,82.61020435605731
99,179.04046726226807,83.58424741571599
100,128.29882144927979,84.03139315605164
101,84.94960021972656,84.04048431509793
102,66.8897762298584,83.87234011818381
103,81.98374271392822,83.85400422105512
104,36.43544673919678,83.39805655296033
105,129.62950801849365,83.8383560907273
106,125.38413619995117,84.23029741251244
107,63.69580268859863,84.03838624686838
108,29.977083206176758,83.53781862612124
109,21.14281177520752,82.96538737060827
110,94.72646522521973,83.07230626019565
111,170.0707712173462,83.85607621476457
112,20.931950569152832,83.29425366435733
113,133.64950489997864,83.73987535670796
114,63.57615280151367,83.56300059745186
115,-0.6317253112792969,82.83087254607159
116,-14.970942497253418,81.98775345087051
117,4.1541242599487305,81.32250875693101
118,6.21175479888916,80.68597694372727
119,-66.75763177871704,79.44695502168992
120,52.63043689727783,79.22348403731982
121,79.77548360824585,79.22804601724482
122,160.75208830833435,79.89627587208983
123,36.784117698669434,79.54577052108641
124,94.65503215789795,79.66761940525424
125,62.483074426651,79.53014304542542
126,1.766240119934082,78.91296921268342
127,81.4142370223999,78.93266423480718
128,112.92669486999512,79.19824259914458
129,63.57615280151367,79.07714112784511
130,89.39393377304077,79.1565010712697
131,55.73673915863037,78.97772426277626
132,112.87129068374634,79.23449370535937
133,-28.097519874572754,78.42748608445763
134,116.8479151725769,78.71420570451822
135,70.76167678833008,78.65529808291683
136,45.01566982269287,78.40794787512107
137,130.71777820587158,78.78977145417764
138,10.986968755722046,78.29844679694244
139,65.41088247299194,78.20573050684209
140,20.63295841217041,77.79449642045158
141,27.02544593811035,77.43443223263355
142,91.13696575164795,77.53092894755619
143,58.32376289367676,77.39661310102557
144,16.810511589050293,76.97587628497018
145,63.57615280151367,76.88346439887738
146,115.89425468444824,77.15066159261416
147,14.507665634155273,76.72451876296478
148,47.174556732177734,76.52485685735135
149,115.89246082305908,76.78906896450376
150,28.432869911193848,76.46669430414836
151,121.43918132781982,76.76452534404022
152,-26.65542697906494,76.0841309208619
153,-45.91204595565796,75.28677028768203
154,84.86273002624512,75.34895184442594
155,82.25243091583252,75.39349041908018
156,63.57615280151367,75.317738254865
157,74.71931982040405,75.31392667247991
158,83.73883152008057,75.36724885505966
159,69.10188579559326,75.32784405594352
160,58.593851804733276,75.22325660437346
161,79.96219873428345,75.25269102754059
162,63.57615280151367,75.18061363108365
163,110.29704976081848,75.39605188954827
164,97.29547500610352,75.52958495733215
165,170.841139793396,76.10723074421738
166,125.73528003692627,76.4061948965831
167,97.37839984893799,76.53177696216606
168,128.72146701812744,76.84242987916583
169,147.682701587677,77.26160308454163
170,93.6260175704956,77.35786434622372
171,53.38413691520691,77.21766710978503
172,110.10840702056885,77.40889234182447
173,100.42449522018433,77.5419305087514
174,138.43810081481934,77.89190849901615
175,20.63295841217041,77.56471449851989
176,93.6260175704956,77.65597190233794
177,192.09154224395752,78.30250054833579
178,88.91376972198486,78.36211442009787
179,132.395170211792,78.66397506697884
180,192.55955624580383,79.29672829575009
181,26.369312286376953,79.00431163271487
182,39.136301040649414,78.78525662946177
183,90.17135715484619,78.84747575801579
184,215.7530918121338,79.59152801917946
185,26.100735187530518,79.30238859846786
186,107.39808750152588,79.45344074310795
187,56.18239736557007,79.32899666087512
188,151.3775281906128,79.71223353071416
189,67.52090549468994,79.64772914957118
190,-37.002100467681885,79.03378267790141
191,-1.4029195308685303,78.61264811136336
192,63.57615280151367,78.53433303162456
193,28.358518600463867,78.27435471850973
194,56.34760761260986,78.16133024889169
195,97.95872974395752,78.26285537450741
196,68.61995482444763,78.21365690231323
197,53.34776496887207,78.08743410062064
198,87.4236364364624,78.13458663767034
199,71.3831148147583,78.10065964358536
200,29.432944297790527,77.85732106685639
201,82.35938835144043,77.87971941155581
202,6.735627174377441,77.52752093513413
203,93.41091728210449,77.6057642668926
204,63.57615280151367,77.53699166167016
205,71.64728927612305,77.50826140613091
206,208.73439693450928,78.14528148151139
207,66.28894329071045,78.08800448542056
208,-7.263869285583496,77.67765893844458
209,51.11260223388672,77.55055340397301
210,162.25587940216064,77.95391209920247
211,26.14209270477295,77.70835845278337
212,100.89461898803711,77.81772760625155
213,40.57096195220947,77.64286016186638
214,49.10928201675415,77.50952568455277
215,21.429099082946777,77.24868649105693
216,45.87420845031738,77.10343427790536
217,-15.046385765075684,76.6787807293202
218,-0.6317253112792969,76.3241453805101
219,204.57074880599976,76.90974630939361
220,9.600634098052979,76.60379579934207
221,94.72646522521973,76.68579882841844
222,51.364370346069336,76.57173833975921
223,-32.659146308898926,76.08191374492218
224,77.63243007659912,76.08883569283145
225,78.01750564575195,76.09740755928887
226,82.04142665863037,76.12370852875499
227,20.23294162750244,75.87749369659088
228,105.9670000076294,76.00946521549893
229,74.73381567001343,76.00389469346625
230,34.15482521057129,75.82194221745367
231,113.84756183624268,75.98655528939648
232,92.14005994796753,76.05618246464894
233,106.45811700820923,76.18666287041529
234,27.714865684509277,75.97951843799689
235,56.31783103942871,75.89585168310937
236,82.27070426940918,75.92286377033945
237,117.42587566375732,76.09798196398256
238,5.159709930419922,75.79992199745499
239,63.57615280151367,75.7487765196477
240,37.49507761001587,75.58938610752423
241,36.06123352050781,75.42536887687271
242,28.422523975372314,75.23114224504833
243,66.57796382904053,75.19553245732814
244,43.876221656799316,75.06717462617843
245,111.3296890258789,75.21518488903435
246,114.04810905456543,75.37304230434138
247,71.02705669403076,75.35544722089884
248,63.57615280151367,75.30795006598196
249,23.0433292388916,75.09805199037115
250,63.57615280151367,75.05196439361572
251,24.04155731201172,74.84873568014319
252,-12.885273933410645,74.50058484834338
253,104.1978554725647,74.61796536464465
254,-63.385026931762695,74.07464649733596
255,70.55579233169556,74.06084706923541
256,-5.349401473999023,73.7506507858634
257,119.39119911193848,73.92824046806602
258,155.60189151763916,74.24480500701786
259,204.57074880599976,74.7479939792147
260,120.1107816696167,74.9224662395624
261,63.57615280151367,74.87899377428252
262,59.7212610244751,74.82113983248937
263,63.57615280151367,74.77838322780885
264,46.45770072937012,74.67110791531476
265,90.61270236968994,74.73126487551995
266,64.05603218078613,74.69113242178035
267,8.823144912719727,74.44443583934941
268,140.8865098953247,74.69235402612544
269,89.75584697723389,74.74835214118532
270,63.57615280151367,74.70697362511247
271,67.14117383956909,74.679055544723
272,-2.8475289344787598,74.39403133707889
273,98.97260475158691,74.48406274152762
274,-18.37129545211792,74.14517457293768
275,63.57615280151367,74.10674176649614
276,81.62703323364258,74.13398919934812
277,63.57615280151367,74.09587426650396
278,-1.2249088287353516,73.82493619781604
279,83.61144256591797,73.86001328157268
280,119.09628820419312,74.02157140629632
281,90.82421684265137,74.0813672975289
282,106.82763481140137,74.19748881353554
