2024-09-26 15:08:25,963 INFO    MainThread:671830 [wandb_setup.py:_flush():77] Current SDK version is 0.18.1
2024-09-26 15:08:25,964 INFO    MainThread:671830 [wandb_setup.py:_flush():77] Configure stats pid to 671830
2024-09-26 15:08:25,964 INFO    MainThread:671830 [wandb_setup.py:_flush():77] Loading settings from /home/protomate/.config/wandb/settings
2024-09-26 15:08:25,964 INFO    MainThread:671830 [wandb_setup.py:_flush():77] Loading settings from /home/protomate/marl-ecs-course/Midsem/wandb/settings
2024-09-26 15:08:25,964 INFO    MainThread:671830 [wandb_setup.py:_flush():77] Loading settings from environment variables: {}
2024-09-26 15:08:25,964 INFO    MainThread:671830 [wandb_setup.py:_flush():77] Applying setup settings: {'mode': None, '_disable_service': None}
2024-09-26 15:08:25,964 INFO    MainThread:671830 [wandb_setup.py:_flush():77] Inferring run settings from compute environment: {'program_relpath': 'Midsem/modified_tsp.py', 'program_abspath': '/home/protomate/marl-ecs-course/Midsem/modified_tsp.py', 'program': '/home/protomate/marl-ecs-course/Midsem/modified_tsp.py'}
2024-09-26 15:08:25,964 INFO    MainThread:671830 [wandb_setup.py:_flush():77] Applying login settings: {}
2024-09-26 15:08:25,964 INFO    MainThread:671830 [wandb_init.py:_log_setup():532] Logging user logs to /home/protomate/marl-ecs-course/Midsem/wandb/run-20240926_150825-o90zlz3d/logs/debug.log
2024-09-26 15:08:25,965 INFO    MainThread:671830 [wandb_init.py:_log_setup():533] Logging internal logs to /home/protomate/marl-ecs-course/Midsem/wandb/run-20240926_150825-o90zlz3d/logs/debug-internal.log
2024-09-26 15:08:25,965 INFO    MainThread:671830 [wandb_init.py:init():616] calling init triggers
2024-09-26 15:08:25,965 INFO    MainThread:671830 [wandb_init.py:init():623] wandb.init called with sweep_config: {}
config: {}
2024-09-26 15:08:25,965 INFO    MainThread:671830 [wandb_init.py:init():666] starting backend
2024-09-26 15:08:25,965 INFO    MainThread:671830 [wandb_init.py:init():670] setting up manager
2024-09-26 15:08:25,968 INFO    MainThread:671830 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-09-26 15:08:25,970 INFO    MainThread:671830 [wandb_init.py:init():678] backend started and connected
2024-09-26 15:08:25,973 INFO    MainThread:671830 [wandb_init.py:init():773] updated telemetry
2024-09-26 15:08:25,979 INFO    MainThread:671830 [wandb_init.py:init():806] communicating run to backend with 90.0 second timeout
2024-09-26 15:08:26,431 INFO    MainThread:671830 [wandb_init.py:init():857] starting run threads in backend
2024-09-26 15:08:26,483 INFO    MainThread:671830 [wandb_run.py:_console_start():2459] atexit reg
2024-09-26 15:08:26,484 INFO    MainThread:671830 [wandb_run.py:_redirect():2307] redirect: wrap_raw
2024-09-26 15:08:26,484 INFO    MainThread:671830 [wandb_run.py:_redirect():2372] Wrapping output streams.
2024-09-26 15:08:26,484 INFO    MainThread:671830 [wandb_run.py:_redirect():2397] Redirects installed.
2024-09-26 15:08:26,484 INFO    MainThread:671830 [wandb_init.py:init():900] run started, returning control to user process
2024-09-26 15:09:52,858 WARNING MsgRouterThr:671830 [router.py:message_loop():77] message_loop has been closed
